symbol,date,status,reason,expected,unique,coverage,missing,dupes,first,last,missingList,dupeList
"T","2026-09-11","FULL","",390,390,100,0,0,"09:30","15:59","",""
"T","2026-09-14","FULL","",390,390,100,0,0,"09:30","15:59","",""
"T","2026-09-15","FULL","",390,390,100,0,0,"09:30","15:59","",""
"T","2026-09-16","FULL","",390,390,100,0,0,"09:30","15:59","",""
"TJX","2026-09-08","FULL","",390,390,100,0,0,"09:30","15:59","",""
"TJX","2026-09-09","FULL","",390,390,100,0,0,"09:30","15:59","",""
"TJX","2026-09-10","FULL","",390,390,100,0,0,"09:30","15:59","",""
"TJX","2026-09-11","FULL","",390,390,100,0,0,"09:30","15:59","",""
"TJX","2026-09-14","FULL","",390,390,100,0,0,"09:30","15:59","",""
"TJX","2026-09-15","FULL","",390,390,100,0,0,"09:30","15:59","",""
"TJX","2026-09-16","FULL","",390,390,100,0,0,"09:30","15:59","",""
"TMUS","2026-09-08","FULL","",390,390,100,0,0,"09:30","15:59","",""
"TMUS","2026-09-09","FULL","",390,390,100,0,0,"09:30","15:59","",""
"TMUS","2026-09-10","FULL","",390,390,100,0,0,"09:30","15:59","",""
"TMUS","2026-09-11","FULL","",390,390,100,0,0,"09:30","15:59","",""
"TMUS","2026-09-14","FULL","",390,390,100,0,0,"09:30","15:59","",""
"TMUS","2026-09-15","FULL","",390,390,100,0,0,"09:30","15:59","",""
"TMUS","2026-09-16","FULL","",390,390,100,0,0,"09:30","15:59","",""
"TSLA","2026-09-08","FULL","",390,390,100,0,0,"09:30","15:59","",""
"TSLA","2026-09-09","FULL","",390,390,100,0,0,"09:30","15:59","",""
"TSLA","2026-09-10","FULL","",390,390,100,0,0,"09:30","15:59","",""
"TSLA","2026-09-11","FULL","",390,390,100,0,0,"09:30","15:59","",""
"TSLA","2026-09-14","FULL","",390,390,100,0,0,"09:30","15:59","",""
"TSLA","2026-09-15","FULL","",390,390,100,0,0,"09:30","15:59","",""
"TSLA","2026-09-16","FULL","",390,390,100,0,0,"09:30","15:59","",""
"TSM","2026-09-08","FULL","",390,390,100,0,0,"09:30","15:59","",""
"TSM","2026-09-09","FULL","",390,390,100,0,0,"09:30","15:59","",""
"TSM","2026-09-10","FULL","",390,390,100,0,0,"09:30","15:59","",""
"TSM","2026-09-11","FULL","",390,390,100,0,0,"09:30","15:59","",""
"TSM","2026-09-14","FULL","",390,390,100,0,0,"09:30","15:59","",""
"TSM","2026-09-15","FULL","",390,390,100,0,0,"09:30","15:59","",""
"TSM","2026-09-16","FULL","",390,390,100,0,0,"09:30","15:59","",""
"TXN","2026-09-08","FULL","",390,390,100,0,0,"09:30","15:59","",""
"TXN","2026-09-09","FULL","",390,390,100,0,0,"09:30","15:59","",""
"TXN","2026-09-10","FULL","",390,390,100,0,0,"09:30","15:59","",""
"TXN","2026-09-11","FULL","",390,390,100,0,0,"09:30","15:59","",""
"TXN","2026-09-14","FULL","",390,390,100,0,0,"09:30","15:59","",""
"TXN","2026-09-15","FULL","",390,390,100,0,0,"09:30","15:59","",""
"TXN","2026-09-16","FULL","",390,390,100,0,0,"09:30","15:59","",""
"UBER","2026-09-08","FULL","",390,390,100,0,0,"09:30","15:59","",""
"UBER","2026-09-09","FULL","",390,390,100,0,0,"09:30","15:59","",""
"UBER","2026-09-10","FULL","",390,390,100,0,0,"09:30","15:59","",""
"UBER","2026-09-11","FULL","",390,390,100,0,0,"09:30","15:59","",""
"UBER","2026-09-14","FULL","",390,390,100,0,0,"09:30","15:59","",""
"UBER","2026-09-15","FULL","",390,390,100,0,0,"09:30","15:59","",""
"UBER","2026-09-16","FULL","",390,390,100,0,0,"09:30","15:59","",""
"UNH","2026-09-08","FULL","",390,390,100,0,0,"09:30","15:59","",""
"UNH","2026-09-09","FULL","",390,390,100,0,0,"09:30","15:59","",""
"UNH","2026-09-10","FULL","",390,390,100,0,0,"09:30","15:59","",""
"UNH","2026-09-11","FULL","",390,390,100,0,0,"09:30","15:59","",""
"UNH","2026-09-14","FULL","",390,390,100,0,0,"09:30","15:59","",""
"UNH","2026-09-15","FULL","",390,390,100,0,0,"09:30","15:59","",""
"UNH","2026-09-16","FULL","",390,390,100,0,0,"09:30","15:59","",""
"UNP","2026-09-08","PARTIAL","1 duplicate timestamps",390,390,100,0,1,"09:30","15:59","","13:03"
"UNP","2026-09-09","PARTIAL","3 duplicate timestamps",390,390,100,0,3,"09:30","15:59","","13:21 13:53 14:41"
"UNP","2026-09-10","FULL","",390,390,100,0,0,"09:30","15:59","",""
"UNP","2026-09-11","PARTIAL","2 duplicate timestamps",390,390,100,0,2,"09:30","15:59","","12:54 14:11"
"UNP","2026-09-14","FULL","",390,390,100,0,0,"09:30","15:59","",""
"UNP","2026-09-15","PARTIAL","1 duplicate timestamps",390,390,100,0,1,"09:30","15:59","","09:32"
"V","2026-09-08","FULL","",390,390,100,0,0,"09:30","15:59","",""
"V","2026-09-09","FULL","",390,390,100,0,0,"09:30","15:59","",""
"V","2026-09-10","FULL","",390,390,100,0,0,"09:30","15:59","",""
"V","2026-09-11","FULL","",390,390,100,0,0,"09:30","15:59","",""
"V","2026-09-14","FULL","",390,390,100,0,0,"09:30","15:59","",""
"V","2026-09-15","FULL","",390,390,100,0,0,"09:30","15:59","",""
"V","2026-09-16","FULL","",390,390,100,0,0,"09:30","15:59","",""
"VRTX","2026-09-08","FULL","",390,390,100,0,0,"09:30","15:59","",""
"VRTX","2026-09-09","FULL","",390,390,100,0,0,"09:30","15:59","",""
"VRTX","2026-09-10","FULL","",390,390,100,0,0,"09:30","15:59","",""
"VRTX","2026-09-11","PARTIAL","3 duplicate timestamps",390,390,100,0,3,"09:30","15:59","","12:57 14:54 15:25"
"VRTX","2026-09-14","FULL","",390,390,100,0,0,"09:30","15:59","",""
"VRTX","2026-09-15","FULL","",390,390,100,0,0,"09:30","15:59","",""
"VZ","2026-09-08","FULL","",390,390,100,0,0,"09:30","15:59","",""
"VZ","2026-09-09","FULL","",390,390,100,0,0,"09:30","15:59","",""
"VZ","2026-09-10","FULL","",390,390,100,0,0,"09:30","15:59","",""
"VZ","2026-09-11","FULL","",390,390,100,0,0,"09:30","15:59","",""
"VZ","2026-09-14","FULL","",390,390,100,0,0,"09:30","15:59","",""
"VZ","2026-09-15","FULL","",390,390,100,0,0,"09:30","15:59","",""
"VZ","2026-09-16","FULL","",390,390,100,0,0,"09:30","15:59","",""
"WFC","2026-09-08","FULL","",390,390,100,0,0,"09:30","15:59","",""
"WFC","2026-09-09","FULL","",390,390,100,0,0,"09:30","15:59","",""
"WFC","2026-09-10","FULL","",390,390,100,0,0,"09:30","15:59","",""
"WFC","2026-09-11","FULL","",390,390,100,0,0,"09:30","15:59","",""
"WFC","2026-09-14","FULL","",390,390,100,0,0,"09:30","15:59","",""
"WFC","2026-09-15","FULL","",390,390,100,0,0,"09:30","15:59","",""
"WFC","2026-09-16","FULL","",390,390,100,0,0,"09:30","15:59","",""
"WM","2026-09-08","FULL","",390,390,100,0,0,"09:30","15:59","",""
"WM","2026-09-09","PARTIAL","1 duplicate timestamps",390,390,100,0,1,"09:30","15:59","","14:47"
"WM","2026-09-10","FULL","",390,390,100,0,0,"09:30","15:59","",""
"WM","2026-09-11","FULL","",390,390,100,0,0,"09:30","15:59","",""
"WM","2026-09-14","FULL","",390,390,100,0,0,"09:30","15:59","",""
"WM","2026-09-15","FULL","",390,390,100,0,0,"09:30","15:59","",""
"WMT","2026-09-08","FULL","",390,390,100,0,0,"09:30","15:59","",""
"WMT","2026-09-09","FULL","",390,390,100,0,0,"09:30","15:59","",""
"WMT","2026-09-10","FULL","",390,390,100,0,0,"09:30","15:59","",""
"WMT","2026-09-11","FULL","",390,390,100,0,0,"09:30","15:59","",""
"WMT","2026-09-14","FULL","",390,390,100,0,0,"09:30","15:59","",""
"WMT","2026-09-15","FULL","",390,390,100,0,0,"09:30","15:59","",""
"WMT","2026-09-16","FULL","",390,390,100,0,0,"09:30","15:59","",""
"XLK","—","INVALID","empty file",0,0,0,0,0,"—","—","",""
"XOM","2026-09-08","FULL","",390,390,100,0,0,"09:30","15:59","",""
"XOM","2026-09-09","FULL","",390,390,100,0,0,"09:30","15:59","",""
"XOM","2026-09-10","FULL","",390,390,100,0,0,"09:30","15:59","",""
"XOM","2026-09-11","FULL","",390,390,100,0,0,"09:30","15:59","",""
"XOM","2026-09-14","FULL","",390,390,100,0,0,"09:30","15:59","",""
"XOM","2026-09-15","FULL","",390,390,100,0,0,"09:30","15:59","",""
"XOM","2026-09-16","FULL","",390,390,100,0,0,"09:30","15:59","",""
